'locality','state','postcode','latitude','longitude'
'CALIPH','SA','5310',-34.65813337,140.27971101
'CALISTA','WA','6167',-32.24646038,115.8029373
'CALIVIL','VIC','3573',-36.25309178,144.08417173
'CALJIE','WA','6302',-31.75112607,116.92498113
'CALLAGHAN','NSW','2308',-32.89227741,151.70371056
'CALLAGHANS CREEK','NSW','2422',-31.85785477,152.00576841
'CALLALA BAY','NSW','2540',-34.99077193,150.71964138
'CALLALA BEACH','NSW','2540',-35.00285345,150.69747902
'CALLANDOON','QLD','4390',-28.53542003,150.09190234
'CALLANNA','SA','5733',-29.59744318,137.63057093
'CALLAWADDA','VIC','3387',-36.82284923,142.79403465
'CALLCUP','WA','6260',-34.59083461,115.94128936
'CALLEMONDAH','QLD','4680',-23.8306288,151.20737018
'CALLIDE','QLD','4715',-24.26454512,150.50147096
'CALLIGNEE','VIC','3844',-38.32285493,146.57899915
'CALLIGNEE NORTH','VIC','3844',-38.32793235,146.6200883
'CALLIGNEE SOUTH','VIC','3844',-38.38048452,146.60354238
'CALLINGTON','SA','5254',-35.11455583,139.0462581
'CALLIOPE','NSW','2462',-29.61770991,153.07775239
'CALLIOPE','QLD','4680',-24.03352111,151.18756844
'CALOMBA','SA','5501',-34.39411222,138.40896817
'CALOOLA','NSW','2795',-33.63984277,149.44287441
'CALOOTE','SA','5254',-34.97589045,139.25607436
'CALOUNDRA','QLD','4551',-26.79832852,153.12752393
'CALOUNDRA WEST','QLD','4551',-26.80283465,153.10238297
'CALPERUM STATION','SA','5341',-33.79400349,140.574593
'CALROSSIE','VIC','3971',-38.49998273,146.67072249
'CALTOWIE','SA','5490',-33.18173227,138.48349265
'CALTOWIE NORTH','SA','5490',-33.11839183,138.48251694
'CALTOWIE WEST','SA','5490',-33.15460663,138.39104225
'CALULU','VIC','3875',-37.78162874,147.51003095
'CALVERT','NT','0862',-16.90149079,137.21324315
'CALVERT','QLD','4340',-27.67125634,152.50964514
'CALWELL','ACT','2905',-35.44041142,149.107117
'CAMBALLIN','WA','6728',-18.00301961,124.26955582
'CAMBALONG','NSW','2632',-36.8944316,149.1147686
'CAMBERWELL','NSW','2330',-32.49005121,151.08571392
'CAMBERWELL','VIC','3124',-37.83846365,145.07362031
'CAMBEWARRA','NSW','2540',-34.8150316,150.56132244
'CAMBEWARRA VILLAGE','NSW','2540',-34.82255622,150.55886212
'CAMBOON','NSW','2849',-32.70301132,149.95588659
'CAMBOON','QLD','4719',-25.00062479,150.37078903
'CAMBOOYA','QLD','4358',-27.72033827,151.84989426
'CAMBRA','NSW','2420',-32.45124795,151.86490767
'CAMBRAI','SA','5353',-34.67910119,139.32913742
'CAMBRIAN HILL','VIC','3352',-37.64024192,143.81867704
'CAMBRIDGE','QLD','4822',-20.36609091,142.58599911
'CAMBRIDGE','TAS','7170',-42.82442715,147.44376701
'CAMBRIDGE GARDENS','NSW','2747',-33.73798685,150.72073881
'CAMBRIDGE PARK','NSW','2747',-33.7496998,150.72672314
'CAMBROON','QLD','4552',-26.65207712,152.67657744
'CAMDALE','TAS','7320',-41.04206781,145.84648853
'CAMDEN','NSW','2570',-34.0575156,150.69477994
'CAMDEN HEAD','NSW','2443',-31.64365988,152.831078
'CAMDEN PARK','NSW','2570',-34.09416891,150.71940063
'CAMDEN PARK','SA','5038',-34.96714681,138.54138779
'CAMDEN SOUTH','NSW','2570',-34.08409331,150.70037946
'CAMEBY','QLD','4413',-26.63318856,150.47045469
'CAMELLIA','NSW','2142',-33.81899951,151.03338515
'CAMENA','TAS','7316',-41.17661777,145.96241233
'CAMERON CORNER','QLD','4492',-28.44219498,141.56715965
'CAMERON PARK','NSW','2285',-32.90371401,151.61099187
'CAMERONS CREEK','NSW','2359',-30.33658835,151.09813516
'CAMILLO','WA','6111',-32.11296039,116.00203882
'CAMIRA','NSW','2469',-29.21535046,152.94133523
'CAMIRA','QLD','4300',-27.634565,152.92090835
'CAMMERAY','NSW','2062',-33.82218718,151.21424712
'CAMOOLA','QLD','4730',-22.9354,144.352
'CAMOOWEAL','QLD','4828',-19.61078952,138.51154708
'CAMP CREEK','NSW','4385',-28.79360213,150.91321081
'CAMP CREEK','NT','0822',-13.17349884,130.93201735
'CAMP CREEK','QLD','4871',-17.6185597,145.95343475
'CAMP HILL','QLD','4152',-27.49579072,153.07784488
'CAMP MOUNTAIN','QLD','4520',-27.39997175,152.8788804
'CAMPANIA','TAS','7026',-42.61705519,147.43676478
'CAMPASPE','QLD','4820',-20.60263835,146.03515774
'CAMPBELL','ACT','2612',-35.29136735,149.15820937
'CAMPBELL CREEK','QLD','4625',-25.66616537,151.70773129
'CAMPBELL TOWN','TAS','7210',-41.9176864,147.45857897
'CAMPBELLFIELD','VIC','3061',-37.66373778,144.95950243
'CAMPBELLS BRIDGE','VIC','3387',-36.92542322,142.7959889
'CAMPBELLS CREEK','VIC','3451',-37.10464244,144.2113481
'CAMPBELLS FOREST','VIC','3556',-36.61315336,144.11675309
'CAMPBELLS POCKET','QLD','4521',-27.07819673,152.80563645
'CAMPBELLTOWN','NSW','2560',-34.06810466,150.80722844
'CAMPBELLTOWN','SA','5074',-34.88136855,138.6608567
'CAMPBELLTOWN','VIC','3364',-37.20818613,143.95231422
'CAMPERDOWN','NSW','2050',-33.88844657,151.1818025
'CAMPERDOWN','VIC','3260',-38.23857502,143.15017961
'CAMPOONA','SA','5640',-33.54572164,136.40832426
'CAMPSIE','NSW','2194',-33.91231131,151.10285802
'CAMPVALE','NSW','2318',-32.77457615,151.85073377
'CAMPWIN BEACH','QLD','4737',-21.37874419,149.30826538
'CAMS WHARF','NSW','2281',-33.12585576,151.61757807
'CANADA BAY','NSW','2046',-33.86515398,151.11535417
'CANADIAN','VIC','3350',-37.58448814,143.88527184
'CANADIAN LEAD','NSW','2850',-32.40527417,149.58375427
'CANAGA','QLD','4413',-26.65875161,150.91443141
'CANAL CREEK','QLD','4702',-22.93025567,150.39390529
'CANARY ISLAND','VIC','3537',-36.01047074,143.8733357
'CANBELEGO','NSW','2835',-31.51024608,146.2657864
'CANBERRA AIRPORT','ACT','2609',-35.30446841,149.19404185
'CANBERRA CENTRAL','ACT','2601',-35.26961778,149.10727633
'CANCANNING','WA','6315',-33.12001505,117.58849242
'CANDELO','NSW','2550',-36.78808172,149.66660428
'CANE','WA','6710',-22.14422266,115.87641772
'CANEGRASS','SA','5417',-33.52667661,140.10720713
'CANGAI','NSW','2460',-29.48727985,152.44206575
'CANIA','QLD','4630',-24.5686738,150.98756052
'CANIABA','NSW','2480',-28.83262824,153.21101025
'CANIAMBO','VIC','3630',-36.46507432,145.59811601
'CANINA','QLD','4570',-26.14065084,152.74518901
'CANLEY HEIGHTS','NSW','2166',-33.88263157,150.92399043
'CANLEY VALE','NSW','2166',-33.88629833,150.94768598
'CANN RIVER','VIC','3890',-37.5890447,149.1588181
'CANNA','WA','6627',-28.88785622,115.88439448
'CANNAWIGARA','SA','5268',-36.26755386,140.64957411
'CANNIE','VIC','3540',-35.75103483,143.49839645
'CANNINDAH','QLD','4630',-24.87491903,151.21461575
'CANNING CREEK','QLD','4357',-28.22668634,151.16161136
'CANNING MILLS','WA','6111',-32.05745042,116.09577656
'CANNING VALE','WA','6155',-32.08138279,115.9168941
'CANNINGTON','WA','6107',-32.01600872,115.93675404
'CANNINGVALE','QLD','4370',-28.24851109,152.0725344
'CANNON CREEK','QLD','4310',-28.07870559,152.72933425
'CANNON CREEK','QLD','4380',-28.60575175,151.87404593
'CANNON HILL','QLD','4170',-27.47236373,153.09494568
'CANNON VALLEY','QLD','4800',-20.31766352,148.65197476
'CANNONS CREEK','VIC','3977',-38.206325,145.31203413
'CANNONVALE','QLD','4802',-20.28342145,148.69041198
'CANNUM','VIC','3393',-36.26423299,142.26996926
'CANOBOLAS','NSW','2800',-33.35530997,149.00407686
'CANOELANDS','NSW','2157',-33.49889884,151.08608448
'CANONBA','NSW','2825',-31.3250536,147.43632412
'CANOONA','QLD','4702',-23.02597879,150.14421081
'CANOWIE','SA','5419',-33.39773,138.76055
'CANOWIE BELT','SA','5420',-33.17793702,138.78022197
'CANOWINDRA','NSW','2804',-33.5337367,148.64070074
'CANTEEN CREEK','NT','0872',-20.64026537,135.58650798
'CANTERBURY','NSW','2193',-33.91235903,151.11606535
'CANTERBURY','VIC','3126',-37.82360551,145.07568928
'CANTON BEACH','NSW','2263',-33.2757722,151.54688819
'CANUNDA','SA','5280',-37.70511824,140.28972692
'CANUNGRA','QLD','4275',-28.03804881,153.13677985
'CANYONLEIGH','NSW','2577',-34.50506728,150.13987338
'CAPALABA','QLD','4157',-27.5433476,153.20286606
'CAPARRA','NSW','2429',-31.72132681,152.23304874
'CAPE BARREN ISLAND','TAS','7257',-40.39652281,148.24087636
'CAPE BORDA','SA','5223',-35.75427077,136.72515544
'CAPE BRIDGEWATER','VIC','3305',-38.3270597,141.41493102
'CAPE BURNEY','WA','6532',-28.86751636,114.64858268
'CAPE CLEAR','VIC','3351',-37.78110747,143.61143548
'CAPE CLEVELAND','QLD','4810',-19.33254293,147.02473418
'CAPE CONRAN','VIC','3888',-37.78989469,148.72659076
'CAPE CONWAY','QLD','4800',-20.39714708,148.7818598
'CAPE DOUGLAS','SA','5291',-38.00664726,140.59821938
'CAPE GLOUCESTER','QLD','4800',-20.16561037,148.5263942
'CAPE HILLSBOROUGH','QLD','4740',-20.92162089,149.02574476
'CAPE JAFFA','SA','5275',-36.95810893,139.70670333
'CAPE JERVIS','SA','5204',-35.60596,138.105481
'CAPE LE GRAND','WA','6450',-33.93006562,122.30570293
'CAPE OTWAY','VIC','3233',-38.79755154,143.55940321
'CAPE PATERSON','VIC','3995',-38.66069564,145.61618347
'CAPE PORTLAND','TAS','7264',-40.77781345,148.02360848
'CAPE SCHANCK','VIC','3939',-38.46024674,144.90317917
'CAPE TRIBULATION','QLD','4873',-16.05274177,145.42928598
'CAPE WOOLAMAI','VIC','3925',-38.54295188,145.34397745
'CAPEEN CREEK','NSW','2469',-28.54902602,152.65131649
'CAPEL','WA','6271',-33.55707059,115.56961791
'CAPEL RIVER','WA','6271',-33.63226495,115.649157
'CAPEL SOUND','VIC','3940',-38.37224898,144.87408833
'CAPELLA','QLD','4723',-23.08341521,148.02268151
'CAPELS CROSSING','VIC','3579',-35.60898712,143.91635994
'CAPERTEE','NSW','2846',-33.12827937,150.01020823
'CAPITAL HILL','ACT','2600',-35.30817932,149.1244349
'CAPOOMPETA','NSW','2371',-29.38907334,152.05283563
'CAPRICORN','WA','6642',-23.93790997,119.71000587
'CAPTAIN CREEK','QLD','4677',-24.28286423,151.76659992
'CAPTAINS FLAT','NSW','2623',-35.57967764,149.42864266
'CAPTAINS MOUNTAIN','QLD','4357',-27.94071422,151.11845917
'CARABAN','WA','6041',-31.35126028,115.54564953
'CARABOODA','WA','6033',-31.59754761,115.72047899
'CARABOST','NSW','2650',-35.61216159,147.71732614
'CARAG CARAG','VIC','3623',-36.46006279,144.89380817
'CARAGABAL','NSW','2810',-33.83410917,147.67653559
'CARALUE','SA','5641',-33.27674285,136.11667649
'CARALULUP','VIC','3371',-37.2041767,143.64926821
'CARAMUT','VIC','3274',-37.95228978,142.52189933
'CARANI','WA','6569',-30.99758544,116.46906256
'CARAPOOEE','VIC','3477',-36.71325827,143.33724048
'CARAPOOEE WEST','VIC','3477',-36.70390863,143.24427154
'CARAPOOK','VIC','3312',-37.51650522,141.55502676
'CARAVONICA','QLD','4878',-16.86005637,145.6829141
'CARAWA','SA','5680',-32.33360725,134.20107408
'CARBINE CREEK','QLD','4723',-23.18779977,147.78537295
'CARBOOR','VIC','3678',-36.65409762,146.54739239
'CARBROOK','QLD','4130',-27.67378804,153.25628601
'CARBUNUP RIVER','WA','6280',-33.70443819,115.17067829
'CARCALGONG','NSW','2850',-32.85592614,149.7111979
'CARCOAR','NSW','2791',-33.61663349,149.13602301
'CARCUMA','SA','5301',-35.57588176,140.07033642
'CARDIFF','NSW','2285',-32.94168172,151.65836893
'CARDIFF','WA','6225',-33.47648257,116.23232127
'CARDIFF HEIGHTS','NSW','2285',-32.93432427,151.67319585
'CARDIFF SOUTH','NSW','2285',-32.95462669,151.66364623
'CARDIGAN','VIC','3352',-37.53661296,143.73484634
'CARDIGAN VILLAGE','VIC','3352',-37.51747853,143.70972078
'CARDINIA','VIC','3978',-38.14276643,145.4181703
'CARDROSS','VIC','3496',-34.3072136,142.12536244
'CARDSTONE','QLD','4854',-17.82845735,145.71522324
'CARDUP','WA','6122',-32.25353315,115.98326549
'CARDWELL','QLD','4849',-18.27126471,146.01846613
'CAREW','SA','5270',-36.29309449,140.48664034
'CAREY BAY','NSW','2283',-33.02662786,151.60570429
'CAREY GULLY','SA','5144',-34.96774703,138.76938556
'CAREY PARK','WA','6230',-33.35477591,115.65305832
'CARGERIE','VIC','3334',-37.80358491,143.9529165
'CARGO','NSW','2800',-33.44121722,148.82414422
'CARINA','QLD','4152',-27.48779086,153.09899967
'CARINA','VIC','3512',-35.21416394,141.09510962
'CARINA HEIGHTS','QLD','4152',-27.50744628,153.09109157
'CARINDA','NSW','2831',-30.38452062,147.57271685
'CARINDALE','QLD','4152',-27.51154067,153.11298194
'CARINE','WA','6020',-31.85211178,115.78246155
'CARINGAL','VIC','3825',-37.94790007,146.33805957
'CARINGBAH','NSW','2229',-34.03507301,151.12684107
'CARINGBAH SOUTH','NSW','2229',-34.0550626,151.11967019
'CARISBROOK','VIC','3464',-37.02737288,143.84056809
'CARLAMINDA','NSW','2630',-36.28532154,149.30926657
'CARLINGFORD','NSW','2118',-33.77564343,151.04531897
'CARLISLE','WA','6101',-31.97943981,115.91810351
'CARLISLE RIVER','VIC','3239',-38.56551502,143.41734336
'CARLOTTA','WA','6275',-34.12633167,115.79962014
'CARLSRUHE','VIC','3442',-37.28971325,144.51458024
'CARLTON','NSW','2218',-33.97076764,151.12122636
'CARLTON','TAS','7173',-42.85784241,147.65597524
'CARLTON','VIC','3053',-37.80045046,144.96814871
'CARLTON NORTH','VIC','3054',-37.78656354,144.96852894
'CARLTON RIVER','TAS','7173',-42.86052012,147.70893429
'CARLYLE','VIC','3685',-36.00247704,146.48577705
'CARMEL','WA','6076',-32.02161833,116.08308608
'CARMILA','QLD','4739',-21.87220978,149.36813456
'CARMOO','QLD','4852',-17.94733924,146.04580119
'CARNAMAH','WA','6517',-29.72437728,115.88387551
'CARNARVON','WA','6701',-24.88229766,113.67109049
'CARNARVON PARK','QLD','4722',-24.77510534,147.87189311
'CARNEGIE','VIC','3163',-37.89338242,145.05559571
'CARNES HILL','NSW','2171',-33.93771521,150.8487212
'CARNEYS CREEK','QLD','4310',-28.21085729,152.53184191
'CARNGHAM','VIC','3351',-37.5616669,143.58407004
'CARNHAM','NSW','2460',-29.34515667,152.5877485
'CAROLE PARK','QLD','4300',-27.62117408,152.92946764
'CAROLINE','SA','5291',-37.92628238,140.92076384
'CAROLINE CROSSING','QLD','4477',-25.67053885,146.98545489
'CAROLINE SPRINGS','VIC','3023',-37.7344715,144.73721335
'CAROOL','NSW','2486',-28.22580573,153.42687467
'CAROONA','NSW','2343',-31.3868641,150.40603845
'CARPENDALE','QLD','4344',-27.58701919,152.15251496
'CARPENDEIT','VIC','3260',-38.38758371,143.25009563
'CARPENTARIA','QLD','4823',-17.97826774,140.1597504
'CARPENTER ROCKS','SA','5291',-37.88270029,140.41803476
'CARRABIN','WA','6423',-31.4415471,118.69868265
'CARRABOLLA','NSW','2311',-32.19045868,151.38507967
'CARRAI','NSW','2440',-30.832872,152.23364621
'CARRAJUNG','VIC','3844',-38.37692602,146.68236498
'CARRAJUNG LOWER','VIC','3844',-38.39234317,146.73911813
'CARRAJUNG SOUTH','VIC','3844',-38.38123091,146.79999142
'CARRAMAR','NSW','2163',-33.88434825,150.96335929
'CARRAMAR','WA','6031',-31.69968509,115.78298406
'CARRANBALLAC','VIC','3361',-37.68993983,143.18022012
'CARRANDOTTA','QLD','4825',-22.12123493,138.38807279
'CARRARA','QLD','4211',-28.02057918,153.36635797
'CARRARANG','WA','6532',-26.3298539,113.40198317
'CARRATHOOL','NSW','2711',-34.42961771,145.41907464
'CARRICK','NSW','2580',-34.70546787,149.9056798
'CARRICK','TAS','7291',-41.54281904,147.01713368
'CARRICKALINGA','SA','5204',-35.42517,138.324569
'CARRIETON','SA','5432',-32.42460357,138.53034197
'CARRIEWERLOO','SA','5715',-32.32638204,137.37940756
'CARRINGTON','NSW','2294',-32.91269727,151.76611332
'CARRINGTON','NSW','2324',-32.66047458,152.0179666
'CARRINGTON','QLD','4883',-17.2967531,145.45230642
'CARRINGTON FALLS','NSW','2577',-34.64761224,150.64410796
'CARROLL','NSW','2340',-31.01256017,150.46122959
'CARROLLS CREEK','NSW','2372',-28.83290225,152.09249735
'CARROLUP','WA','6317',-33.72233741,117.39852719
'CARRON','VIC','3480',-36.27983792,142.75004728
'CARROWBROOK','NSW','2330',-32.29425285,151.29463182
'CARRS CREEK','NSW','2460',-29.65703537,152.92281898
'CARRS ISLAND','NSW','2460',-29.67117236,152.91213322
'CARRS PENINSULA','NSW','2460',-29.65295794,152.90428805
'CARRUCHAN','QLD','4816',-18.24431241,145.9104231
'CARRUM','VIC','3197',-38.07669652,145.12800283
'CARRUM DOWNS','VIC','3201',-38.09281054,145.17595409
'CARSELDINE','QLD','4034',-27.34625574,153.01604921
'CARSS PARK','NSW','2221',-33.98788556,151.11830451
'CARSTAIRS','QLD','4806',-19.65107123,147.45455479
'CARTERS RIDGE','QLD','4563',-26.45247479,152.7719863
'CARTMETICUP','WA','6316',-33.46327835,117.51886698
'CARTWRIGHT','NSW','2168',-33.92502108,150.88944269
'CARTWRIGHTS HILL','NSW','2650',-35.07497207,147.39219049
'CARWARP','VIC','3494',-34.53001872,142.13587222
'CARWELL','NSW','2849',-32.84094683,149.9034137
'CARWOOLA','NSW','2620',-35.37794517,149.32209998
'CASCADE','NSW','2453',-30.22839565,152.78378441
'CASCADE','WA','6450',-33.41180592,121.0537774
'CASEY','ACT','2913',-35.16699673,149.09471865
'CASHMERE','QLD','4500',-27.29376655,152.9060332
'CASHMORE','VIC','3305',-38.30707499,141.49493273
'CASINO','NSW','2470',-28.84986228,153.03080798
'CASSILIS','NSW','2329',-31.96746955,150.03471436
'CASSILIS','VIC','3898',-37.20480304,147.60517739
'CASSINI','SA','5223',-35.67973714,137.30301283
'CASSOWARY','QLD','4873',-16.52417954,145.4242829
'CASTAMBUL','SA','5076',-34.8715898,138.76562259
'CASTAWAYS BEACH','QLD','4567',-26.42979714,153.09759332
'CASTELLA','VIC','3777',-37.51767969,145.42280969
'CASTERTON','VIC','3311',-37.60312702,141.3317894
'CASTLE COVE','NSW','2069',-33.78610462,151.2148817
'CASTLE CREEK','QLD','4715',-24.77488895,150.32136359
'CASTLE CREEK','VIC','3691',-36.18349888,146.8248833
'CASTLE DONNINGTON','VIC','3585',-35.42531814,143.56944179
'CASTLE DOYLE','NSW','2350',-30.63112263,151.77849419
'CASTLE FORBES BAY','TAS','7116',-43.11260009,146.94471102
'CASTLE HILL','NSW','2154',-33.72793178,150.99988109
'CASTLE HILL','QLD','4810',-19.25594533,146.80005131
'CASTLE ROCK','NSW','2333',-32.23917709,150.75753281
'CASTLECRAG','NSW','2068',-33.8005951,151.21961284
'CASTLEMAINE','VIC','3450',-37.05813558,144.21850065
'CASTLEREAGH','NSW','2749',-33.68752171,150.67902906
'CASTLETOWN','WA','6450',-33.83301488,121.90826422
'CASTRA','TAS','7315',-41.30177802,146.11471388
'CASUARINA','NSW','2487',-28.3008709,153.5709275
'CASUARINA','NT','0810',-12.37401188,130.88223645
'CASUARINA','WA','6167',-32.24134833,115.8696004
'CASULA','NSW','2170',-33.95249974,150.89938235
'CATABY','WA','6507',-30.72677953,115.4930884
'CATALINA','NSW','2536',-35.73027517,150.18527805
'CATANI','VIC','3981',-38.1944236,145.65006586
'CATARACT','NSW','2560',-34.29376199,150.82480257
'CATHCART','NSW','2632',-36.85778041,149.42989974
'CATHCART','VIC','3377',-37.30889378,142.87659333
'CATHERINE FIELD','NSW','2557',-33.99154339,150.76507776
'CATHERINE HILL BAY','NSW','2281',-33.14740042,151.62487507
'CATHKIN','VIC','3714',-37.15563369,145.60320992
'CATHUNDRAL','NSW','2823',-31.9609366,147.75869762
'CATTAI','NSW','2756',-33.54571908,150.91436217
'CATTERICK','WA','6255',-33.83500343,116.14322354
'CATTLE CREEK','NSW','2339',-31.77014721,150.26606957
'CATTLE CREEK','QLD','4407',-27.67624985,150.79903367
'CATTLE CREEK','QLD','4626',-25.45687303,151.30143951
'CATUMNAL','VIC','3537',-36.07632417,143.61833047
'CAULFIELD','VIC','3162',-37.88406438,145.02633327
'CAULFIELD EAST','VIC','3145',-37.88122382,145.04199894
'CAULFIELD NORTH','VIC','3161',-37.87204627,145.02157841
'CAULFIELD SOUTH','VIC','3162',-37.8946667,145.02492255
'CAURNAMONT','SA','5238',-34.86825175,139.59016101
'CAUSEWAY LAKE','QLD','4703',-23.19897409,150.78559251
'CAVAN','NSW','2582',-35.0279639,148.83325417
'CAVAN','SA','5094',-34.8256585,138.59951115
'CAVEAT','VIC','3660',-37.05914099,145.49971459
'CAVENAGH','SA','5422',-32.66936321,138.9956392
'CAVENDISH','VIC','3314',-37.49955766,142.0560124
'CAVERSHAM','WA','6055',-31.87559916,115.97544505
'CAVES BEACH','NSW','2281',-33.10665879,151.64391254
'CAVESIDE','TAS','7304',-41.61741623,146.43200481
'CAVETON','SA','5291',-37.94241973,140.80755563
'CAWARRAL','QLD','4702',-23.25134426,150.67097612
'CAWDOR','NSW','2570',-34.09893998,150.66977407
'CAWDOR','QLD','4352',-27.46166668,151.90765315
'CAWONGLA','NSW','2474',-28.60286612,153.09027359
'CECIL HILLS','NSW','2171',-33.88652607,150.84184475
'CECIL PARK','NSW','2178',-33.8839684,150.82430686
'CECIL PLAINS','QLD','4407',-27.527249,151.17237837
'CEDAR BRUSH CREEK','NSW','2259',-33.16091836,151.24984374
'CEDAR CREEK','NSW','2325',-32.83757057,151.17175591
'CEDAR CREEK','NSW','2484',-28.41836694,153.26232776
'CEDAR CREEK','QLD','4207',-27.83964547,153.18442887
'CEDAR CREEK','QLD','4520',-27.33347459,152.81871075
'CEDAR GROVE','QLD','4285',-27.85902702,152.97502138
'CEDAR PARTY','NSW','2429',-31.81215864,152.39193017
'CEDAR POCKET','QLD','4570',-26.21046642,152.78872846
'CEDAR POINT','NSW','2474',-28.69015927,153.00218084
'CEDAR VALE','QLD','4285',-27.88073831,153.01760777
'CEDARTON','QLD','4514',-26.8622886,152.81032693
'CEDUNA','SA','5690',-32.12372402,133.67385602
'CEDUNA WATERS','SA','5690',-32.1817602,133.69536476
'CELLS RIVER','NSW','2424',-31.58095062,152.06288003
'CEMENT MILLS','QLD','4352',-28.37839633,151.59058373
'CENTENARY HEIGHTS','QLD','4350',-27.58681043,151.96249264
'CENTENNIAL PARK','NSW','2021',-33.89787826,151.2336009
'CENTENNIAL PARK','WA','6330',-35.01186111,117.87949364
'CENTRAL COLO','NSW','2756',-33.42368454,150.77189489
'CENTRAL MACDONALD','NSW','2775',-33.33548707,150.97299475
'CENTRAL MANGROVE','NSW','2250',-33.28903893,151.24830198
'CENTRAL PLATEAU','TAS','7304',-41.8448101,146.5894351
'CENTRAL TILBA','NSW','2546',-36.3049453,150.07750146
'CERATODUS','QLD','4627',-25.26787094,151.10470247
'CERES','VIC','3221',-38.16458106,144.27280013
'CERVANTES','WA','6511',-30.50215489,115.07689931
'CESSNOCK','NSW','2325',-32.83456307,151.36245193
'CETHANA','TAS','7306',-41.47916545,146.14731661
'CHADSTONE','VIC','3148',-37.88214012,145.1001723
'CHADWICK','WA','6450',-33.8376324,121.88336159
'CHAELUNDI','NSW','2460',-29.9743189,152.42858977
'CHAFFEY','SA','5341',-34.09359636,140.70639679
'CHAHPINGAH','QLD','4610',-26.47242621,151.39180131
'CHAIN OF LAGOONS','TAS','7215',-41.65998955,148.27214876
'CHAIN OF PONDS','SA','5231',-34.8162694,138.8393072
'CHAIN VALLEY BAY','NSW','2259',-33.16598184,151.57504458
'CHAKOLA','NSW','2630',-36.07394847,149.21049757
'CHAMBERS FLAT','QLD','4133',-27.747777,153.0784818
'CHAMBIGNE','NSW','2460',-29.76141322,152.7443886
'CHAMPION LAKES','WA','6111',-32.11897442,115.98632241
'CHANCES PLAIN','QLD','4413',-26.73742949,150.74572402
'CHANDADA','SA','5680',-32.76503449,134.66249125
'CHANDLER','QLD','4155',-27.51500046,153.16841487
'CHANDLER','WA','6490',-31.06361232,118.42289852
'CHANDLERS CREEK','VIC','3890',-37.32646395,149.29805412
'CHANDLERS HILL','SA','5159',-35.08654311,138.61696341
'CHANGERUP','WA','6394',-33.73592206,116.86833563
'CHANNEL ISLAND','NT','0822',-12.551528,130.868963
'CHANNYBEARUP','WA','6260',-34.40639088,115.97479715
'CHAPEL HILL','QLD','4069',-27.49868396,152.94875089
'CHAPEL HILL','SA','5153',-35.08426786,138.76448424
'CHAPMAN','ACT','2611',-35.35621078,149.03742418
'CHAPMAN BORE','SA','5253',-35.11539306,139.54858311
'CHAPMAN HILL','WA','6280',-33.7865531,115.32345051
'CHAPPLE VALE','VIC','3239',-38.63372834,143.29605766
'CHARAM','VIC','3318',-36.95271042,141.51742168
'CHARBON','NSW','2848',-32.88587341,149.96974163
'CHARLEMONT','VIC','3217',-38.20971388,144.36880218
'CHARLEROI','VIC','3695',-36.30795215,147.15314329
'CHARLES DARWIN','NT','0820',-12.45079527,130.87663385
'CHARLES STURT UNIVERSITY','NSW','2678',-35.0605144,147.358309
'CHARLESTON','SA','5244',-34.91388609,138.92574383
'CHARLESTOWN','NSW','2290',-32.96673951,151.69384755
'CHARLESTOWN','QLD','4608',-26.36861872,151.93229698
'CHARLEVILLE','QLD','4470',-26.3953962,146.29614057
'CHARLEY CREEK','WA','6239',-33.58153483,115.90636038
'CHARLEYS FOREST','NSW','2622',-35.36013048,150.00281194
'CHARLOTTE','NT','0822',-12.84043737,130.81166059
'CHARLOTTE BAY','NSW','2428',-32.35296163,152.50989399
'CHARLOTTE COVE','TAS','7112',-43.26919481,147.1468343
'CHARLTON','NSW','2795',-33.67095486,149.63709969
'CHARLTON','QLD','4350',-27.51732408,151.85125894
'CHARLTON','VIC','3525',-36.2878433,143.33567399
'CHARLTON GULLY','SA','5607',-34.54239928,135.80410496
'CHARLWOOD','QLD','4309',-28.00800793,152.57712215
'CHARMHAVEN','NSW','2263',-33.22609351,151.49416591
'CHARNWOOD','ACT','2615',-35.20018694,149.03413085
'CHARRA','SA','5690',-32.07347696,133.32522095
'CHARTERS TOWERS CITY','QLD','4820',-20.0769617,146.26013711
'CHASM CREEK','TAS','7321',-41.07003781,145.96320883
'CHATHAM VALLEY','NSW','2787',-33.84970749,149.87916396
'CHATSBURY','NSW','2580',-34.53936472,149.80752265
'CHATSWOOD','NSW','2067',-33.79626297,151.18111758
'CHATSWOOD WEST','NSW','2067',-33.79559509,151.16052572
'CHATSWORTH','NSW','2469',-29.38569193,153.24722391
'CHATSWORTH','QLD','4570',-26.14078461,152.60942105
'CHATSWORTH','VIC','3379',-37.8479999,142.6585602
'CHEERO POINT','NSW','2083',-33.5109407,151.19318165
'CHEESEBOROUGH','QLD','4702',-22.82844298,147.82782284
'CHELMER','QLD','4068',-27.51284361,152.9752688
'CHELMSFORD','QLD','4606',-26.26240518,151.81692788
'CHELONA','QLD','4740',-21.25808791,149.14166232
'CHELSEA','VIC','3196',-38.04972978,145.12139786
'CHELSEA HEIGHTS','VIC','3196',-38.04083226,145.13409514
'CHELTENHAM','NSW','2119',-33.75712071,151.07841346
'CHELTENHAM','QLD','4627',-25.62432296,150.79629384
'CHELTENHAM','SA','5014',-34.86812966,138.52690751
